#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	Our advice on how to choose	Poradíme, jak si vybrat	Naše rady, jak si vybrat	Naše rada jak vybrat.
no_id	While nearly every cell phone can play MP3 files, no MP3 player can make phone calls.	Zatímco téměř každý mobil umí přehrávat MP3 soubory, žádný MP3 přehrávač nedokáže telefonovat.	Zatímco téměř každý mobil může hrát MP3 soubory, MP3 přehrávač dokáže telefonní hovory.	Zatímco téměř každý mobilní telefon může hrát MP3 soubory, žádný MP3 hráč nemůže být telefonní hovory.
no_id	This makes it seem clear that it is better to only buy a phone.	Z toho se zdá jasné, že je lepší koupit si jen telefon.	To je zřejmě jasné, že je lepší nakupovat pouze jeden telefon.	Je se to zdát jasné, že to je lepší pouze koupit telefon.
no_id	In spite of this, there are many reasons to get a separate MP3 player.	Přesto existuje dost důvodů k tomu, aby si člověk pořídil samostatný přehrávač.	Navzdory tomu, že existuje mnoho důvodů k samostatné MP3 přehrávač.	Je to mnoho důvodů získat samostatného MP3 hráče.
no_id	The choice depends entirely on the manner of use and demands of the future owner.	Volba zcela závisí na způsobu používání a nárocích budoucího majitele.	Volba závisí na způsobu použití a požadavků budoucího majitele.	Volba závisí zcela na způsobu použití a požadavků budoucího vlastníka.
no_id	It is not likely that you will get a top-of-the-line expensive record player in order to listen to the newest album by Maxim Turbulenc.	Asi těžko si domů pořídíte špičkový drahý gramofon, abyste na něm poslouchali nejnovější album Maxim Turbulenc.	Je pravděpodobné, že budete mít špičkového drahé gramofon, aby vyslechl jeho nejnovější album od Maxim Turbulenc.	Není to pravděpodobné, že dostanete top-of-the-line drahého záznam hráče dovnitř poslouchat nejnovější album Maximem Turbulenc.
no_id	First of all such music products not available on LPs, but also, from the qualitative point of view there no objective reason for it.	Jednak takovéto hudební výrobky na LP deskách nevycházejí a z kvalitativního hlediska pro to ani neexistuje žádný objektivní důvod.	Nejdřív ze všeho takovou hudbu výrobky nejsou k dispozici lidí, ale také z kvalitativního hlediska neexistuje žádný objektivní důvod.	První ze všech takových hudebních produktů na ne dostupných LPs, ale také z kvalitativního místa zobrazení tady žádného objektivního důvodu toho.
no_id	However, if your shelves are crowded with art rock, jazz, or blues vinyl records, you are likely at least dreaming of a record player like that.	Tísní-li se však ve vašich regálech vinyly s art rockem, jazzem či blues, pravděpodobně o takovém gramofonu minimálně sníte.	Pokud však vaše regály jsou přeplněny art rock, jazz nebo blues vinylových desek, je pravděpodobné, že alespoň snít o gramofon.	Pokud přesto vaše regály jsou tlačeny s uměleckým kamenem, jazzem nebo bluesovými vinylovými záznamy, jste pravděpodobné, alespoň sníš o záznamu hráči takovém.
no_id	It's the same with music on trips, that is, compressed music, simply put, MP3 music.	Stejné je to s hudbou na cestách, tedy hudbou komprimovanou, zjednodušeně - hudbou v MP3.	Stejné je to s hudbou na výlety, to je, muzika, jednoduše řečeno, MP3 hudbu.	Je to, stejné s hudbou na cestách to je, je komprimována hudba, jednoduše je dána, MP3 hudba.
no_id	There are price and qualitative categories here as well.	I zde existují cenové a kvalitativní kategorie.	Tam jsou cenové a kvalitativní kategorie i tady.	Jsou cena a kvalitativní kategorie tady také také.
no_id	For some, it can be unacceptable to spend eight thousand crowns on an MP3 player, just as it is hard for Pink Floyd fan to accept twenty-crown headphones from a market hall.	Pro někoho může být nepřijatelné utratit za přehrávač osm tisíc korun, stejně jako fanoušek Pink Floyd asi těžko zkousne sluchátka za dvacet korun z tržnice.	Pro některé to může být nepřijatelné pro osm tisíc korun na MP3 přehrávač, stejně jako je těžké pro Pink Floyd fanoušek přijmout twenty-crown sluchátka z trhu.	Jak to, některého to může být nepřijatelné utrácet osm tisíc korun na MP3 hráče, jen je těžké pro Pink Floyda fanouška přijmout twenty-crown sluchátka z trhu síně.
no_id	Two extremes, between which there is enough space for everyone.	Dva extrémy, mezi kterými je dostatek místa pro každého.	Dva póly, mezi nimiž je tu dost místa pro všechny.	Dva extrémy mezi kterým jsou dostatečné místo pro všechen.
no_id	The selection is broad.	Výběr je široký.	Výběr je široký.	Výběr je široký.
no_id	Battery life also decides	Rozhoduje i výdrž baterií	Životnost baterie také rozhodne	Baterie život také rozhoduje.
no_id	Some top-of-the-line music players can do much more than merely play music, but also what most cell phones can't even do by chance.	Některé špičkové hudební přehrávače zvládnou mnohem víc než pouhé přehrávání hudby, ale to, co většina mobilů ani náhodou.	Někteří hráči své hudby dokáže mnohem víc než jen hrát, ale také co nejvíce mobily nemohou ani náhodou.	Někteří top-of-the-line hudby hráči mohou dělat více než mnohem pouze hra hudba, ale také, ty většiny mobilní telefony ani nemohou dělat šance.
no_id	No contemporary machine is as universal as the telephone.	Žádný současný přístroj není tak univerzální jako telefon.	Žádný moderní stroj je stejně univerzální jako telefon.	Žádný současný počítač není tak univerzální jako telefon.
no_id	In addition to the primary functions, calling and texting, it can play music and video, record both, contains a camera which is sometimes better and sometimes worse and can even navigate in some cases.	Vedle primárních funkcí, telefonování a esemeskování, umí přehrávat hudbu a video, obojí nahrávat, má tu lepší, tu horší fotoaparát a třeba dokáže i navigovat.	Kromě základních funkcí, volání a SMS, může hrát hudbu a video záznamy, obsahuje fotografický přístroj, který je někdy lepší, někdy horší, a dokonce může orientovat se v některých případech.	Navíc primárních funkcí, volají a text může hrát hudbu a video záznam, oba obsahují kameru, který je někdy lepší a někdy horší a dokonce může přejít v některých případech.
no_id	And when we take smart phones and communication devices, you have a small computer in your pocket.	A když vezmeme v potaz smartphony a komunikátory, budete mít v kapse i malý počítač.	A když jsme se chytré telefony a komunikační zařízení, byl malý počítač do kapsy.	A kdy bereme chytří, telefony a komunikační zařízení, máte malý počítač ve své kapse.
no_id	It's a small miracle, as there is no refrigerator that knows how to grill and no television can take pictures.	Je to malý zázrak, vždyť žádná lednice neumí grilovat a žádná televize nic nevyfotografuje.	Je to malý zázrak, jako je lednice, že ví, jak na grilu a žádná televize může fotit.	Je to malý zázrak, jak není žádná lednička, která ví, aby jak vyslýchal, že a žádná televize nemůže vzít fotky.
no_id	The universal nature of the cell phone also brings disadvantages.	Univerzálnost mobilu přináší i nevýhody.	Univerzální povahu mobil přináší i nevýhody.	Univerzální povaha mobilního telefonu také přináší výhoda.
no_id	The more functions you use on your cell phone, the sooner the indicator on your display will send you running for the charger.	Čím víc funkcí na mobilu používáte, tím dříve vás indikátor na displeji pošle k nabíječce.	Čím více funkcí, které jste použil na svůj mobil, tím dříve se ukazatel na displej, budou tě poslat k nabíječce.	Další funkce používají ve vašem mobilním telefonu, dříve ukazatel ve vašem zobrazení pošle, běžíš koně.
no_id	And playing music is one of the biggest energy guzzlers.	A přehrávání hudby je jeden z největších žroutů energie.	A hrál je jedním z největších energetických guzzlers.	A hrát hudbu to z největších žroutů energie je.
no_id	Very few cell phones can play music for longer than ten to twelve hours, most of them much less.	Málokterý mobil dokáže přehrávat hudbu déle než deset dvanáct hodin, většinou je to mnohem méně.	Málokterý mobilní telefony mohou hrát déle než deset až dvanáct hodin, většina z nich mnohem méně.	Velkých několik mobilních telefonů může hrát hudbu nad delší deset dvanácti hodin většin jich mnohem méně.
no_id	In this way, music players (particularly the simplest ones) are much more efficient.	V tomto směru jsou hudební přehrávače (speciálně ty nejjednodušší) výrazně výkonnější.	Tímto způsobem, hudba (zejména těch nejjednodušších) jsou mnohem účinnější.	V tomto způsobu hudby Player (zejména nejjednodušší ti) jsou mnohem účinnější.
no_id	Which is why you should count on the fact that inexpensive cell phones will not play for more than a few hours.	U levných mobilů proto počítejte s tím, že déle než pár hodin vám hrát nebudou.	Což je důvod, proč byste měli počítat s tím, že levné mobily budou hrát déle než několik hodin.	Který je, proč by měl počítat na skutečnost, že nelevné mobilní telefony nebudou hrát další několik hodin.
no_id	If you occasionally make calls in addition to that, to be on the safe side, get another charger for your workplace - even for more expensive devices.	Pokud si do toho ještě tu a tam zavoláte, pořiďte si do práce pro jistotu ještě jednu nabíječku - to platí i pro dražší přístroje.	Když občas zavolat k tomu, aby byla v bezpečí, mít další nabíječku na své pracoviště - dokonce i na dražší zařízení.	Jestli občas jste hovory navíc toho být na bezpečné straně, má další nabíječku pro vaše pracoviště - dokonce další drahých zařízení.
